证券代码,证券简称,实际控制人名称,实际控制人属性,公司中文名称,注册地址,省份,流通市值,统一社会信用代码
600521.SH,华海药业,陈保华,个人,浙江华海药业股份有限公司,浙江省临海市汛桥,浙江省,"40,128,233,118.2000",91330000147968817N
605077.SH,华康股份,"陈德水,程新平,徐小荣,余建明",个人,浙江华康药业股份有限公司,浙江省衢州市开化县华埠镇华工路18号,浙江省,"5,556,415,200.0000",913300001479306167
002703.SZ,浙江世宝,"汤浩瀚,张宝义,张兰君,张世权,张世忠",个人,浙江世宝股份有限公司,浙江省义乌市佛堂镇双林路1号,浙江省,"3,316,857,298.2300",913300001476445210
600415.SH,小商品城,义乌市人民政府国有资产监督管理委员会,地方国资委,浙江中国小商品城集团股份有限公司,浙江省金华市义乌市福田路105号海洋商务楼,浙江省,"26,742,505,237.1200",91330000147641689Y
600226.SH,ST瀚叶,沈培今,个人,浙江瀚叶股份有限公司,浙江省湖州市德清县钟管镇工业区,浙江省,"6,789,957,305.1100",913300001471207528
300181.SZ,佐力药业,俞有强,个人,浙江佐力药业股份有限公司,浙江省湖州市德清县阜溪街道志远北路388号,浙江省,"6,116,679,722.4000",91330000147115443M
002443.SZ,金洲管道,"封堃,李巧思,孙进峰",个人,浙江金洲管道科技股份有限公司,浙江省湖州市东门十五里牌(318国道旁),浙江省,"4,190,310,936.0000",913300001469757672
002082.SZ,万邦德,"赵守明,庄惠",个人,万邦德医药控股集团股份有限公司,浙江省湖州市织里镇栋梁路1688号,浙江省,"6,355,330,682.1200",913300001469343082
002381.SZ,双箭股份,沈耿亮,个人,浙江双箭橡胶股份有限公司,浙江省桐乡市洲泉镇晚村,浙江省,"2,889,237,293.2800",91330000146885956E
603889.SH,新澳股份,沈建华,个人,浙江新澳纺织股份有限公司,浙江省嘉兴市桐乡市崇福镇观庄桥,浙江省,"3,034,656,080.8400",91330000146884443G
601233.SH,桐昆股份,陈士良,个人,桐昆集团股份有限公司,浙江省嘉兴市桐乡市洲泉镇德胜路1号12幢,浙江省,"40,386,251,507.7500",91330000146846252J
002562.SZ,兄弟科技,"钱志达,钱志明",个人,兄弟科技股份有限公司,浙江省海宁市周王庙镇联民村蔡家石桥3号,浙江省,"5,208,089,210.1000",91330000146733354E
002144.SZ,宏达高科,沈国甫,个人,宏达高科控股股份有限公司,浙江省海宁市许村镇建设路118号,浙江省,"1,721,667,022.7200",91330000146719376J
002067.SZ,景兴纸业,朱在龙,个人,浙江景兴纸业股份有限公司,浙江省平湖市曹桥街道,浙江省,"4,763,776,051.6500",91330000146684900A
603168.SH,莎普爱思,"林弘立,林弘远",个人,浙江莎普爱思药业股份有限公司,浙江省嘉兴市平湖市经济开发区新明路1588号,浙江省,"3,132,373,165.2900",91330000146644116H
002404.SZ,嘉欣丝绸,周国建,个人,浙江嘉欣丝绸股份有限公司,浙江省嘉兴市中环西路588号,浙江省,"3,240,749,126.0100",913300001464759067
002343.SZ,慈文传媒,江西省人民政府,地方政府,慈文传媒股份有限公司,浙江省嘉兴市昌盛南路36号19幢B座1001室,浙江省,"2,284,507,989.6600",91330000146460907E
300519.SZ,新光药业,王岳钧,个人,浙江新光药业股份有限公司,浙江省嵊州市剡湖街道环城西路25号,浙江省,"3,219,200,000.0000",913300001463546966
600387.SH,ST海越,铜川市人民政府国有资产监督管理委员会,地方国资委,海越能源集团股份有限公司,浙江省绍兴市诸暨市西施大街59号,浙江省,"2,897,814,232.1600",913300001462888875
002617.SZ,露笑科技,"李伯英,鲁小均,鲁永",个人,露笑科技股份有限公司,浙江省诸暨市店口镇露笑路38号,浙江省,"21,376,938,775.5800",9133000014621022X1
002440.SZ,闰土股份,"阮吉祥,阮加春,阮靖淅,阮静波,张爱娟",个人,浙江闰土股份有限公司,浙江省绍兴市杭州湾上虞经济技术开发区纬七东路1号,浙江省,"9,411,090,000.0000",91330000146183233T
002375.SZ,亚厦股份,"丁欣欣,张杏娟",个人,浙江亚厦装饰股份有限公司,浙江省绍兴市上虞区章镇工业新区,浙江省,"7,570,980,213.7000",9133000014616098X3
600261.SH,阳光照明,"陈森洁,陈森洁及女,陈森洁之配偶,女",个人,浙江阳光照明电器集团股份有限公司,浙江省绍兴市上虞区曹娥街道人民大道西段568号,浙江省,"5,262,533,823.6000",91330000146150706G
600580.SH,卧龙电驱,陈建成,个人,卧龙电气驱动集团股份有限公司,浙江省绍兴市上虞区经济开发区,浙江省,"17,821,808,040.3000",913300001461463526
600790.SH,轻纺城,绍兴市柯桥区人民政府,地方政府,浙江中国轻纺城集团股份有限公司,浙江省绍兴市柯桥区柯桥街道鉴湖路1号中轻大厦,浙江省,"5,159,584,066.5600",913300001460375783
002370.SZ,亚太药业,,,浙江亚太药业股份有限公司,浙江省绍兴市柯桥区群贤路2003号1501室,浙江省,"3,268,004,174.1900",91330000146008822C
000705.SZ,浙江震元,绍兴市人民政府国有资产监督管理委员会,地方国资委,浙江震元股份有限公司,浙江省绍兴市越城区稽山街道延安东路558号,浙江省,"2,860,095,328.1600",91330000145919552E
603045.SH,福达合金,王达武,个人,福达合金材料股份有限公司,浙江省温州市经济技术开发区滨海四道518号,浙江省,"2,248,710,800.0000",9133000014556603XA
002730.SZ,电光科技,"施隆,石碎标,石向才,石晓霞,石志微,朱丹",个人,电光防爆科技股份有限公司,浙江省乐清市经济开发区纬五路180号,浙江省,"4,029,949,064.4000",9133000014553840X5
603867.SH,新化股份,,,浙江新化化工股份有限公司,浙江省杭州市建德市洋溪街道新安江路909号,浙江省,"4,510,975,810.0000",913300001439822750
301092.SZ,争光股份,沈建华,个人,浙江争光实业股份有限公司,浙江省杭州市余杭区塘栖镇工业开发区,浙江省,"4,129,333,353.9800",91330000143906141R
300145.SZ,中金环境,无锡市人民政府国有资产监督管理委员会,地方国资委,南方中金环境股份有限公司,浙江省杭州市余杭区仁和街道仁河大道46号,浙江省,"5,327,923,913.7200",91330000143853115H
002552.SZ,宝鼎科技,招远市人民政府,地方政府,宝鼎科技股份有限公司,浙江省杭州市余杭区塘栖镇工业园区,浙江省,"4,899,717,408.0000",91330000143839073P
600477.SH,杭萧钢构,单银木,个人,杭萧钢构股份有限公司,浙江省杭州市萧山经济技术开发区,浙江省,"9,642,282,388.6400",91330000143587443U
002284.SZ,亚太股份,"黄来兴,黄伟潮,黄伟中",个人,浙江亚太机电股份有限公司,浙江省杭州市萧山区蜀山街道亚太路1399号,浙江省,"5,790,818,285.3000",913300001434287925
002133.SZ,广宇集团,王轶磊,个人,广宇集团股份有限公司,浙江省杭州市平海路8号,浙江省,"2,779,177,588.2500",91330000143125150B
300144.SZ,宋城演艺,黄巧灵及其一致行动人,个人,宋城演艺发展股份有限公司,浙江省杭州市之江路148号,浙江省,"33,886,434,758.4000",91330000143102311G
000963.SZ,华东医药,胡凯军,个人,华东医药股份有限公司,"浙江省杭州市下城区延安路468号1号楼1号门7,9,10楼",浙江省,"59,843,486,541.6000",91330000143083157E
002767.SZ,先锋电子,"石义民,石政民",个人,杭州先锋电子技术股份有限公司,浙江省杭州市滨江区滨安路1186-1号,浙江省,"1,762,500,000.0000",913300001430594726
600814.SH,杭州解百,杭州市人民政府国有资产监督管理委员会,地方国资委,杭州解百集团股份有限公司,浙江省杭州市上城区解放路251号,浙江省,"5,177,431,608.7400",91330000143045249Q
600865.SH,百大集团,陈夏鑫,个人,百大集团股份有限公司,浙江省杭州市下城区延安路546号,浙江省,"4,289,139,602.4000",91330000143044537B
603298.SH,杭叉集团,仇建平,个人,杭叉集团股份有限公司,浙江省杭州市临安区相府路666号,浙江省,"11,904,289,050.4200",9133000014304182XR
002534.SZ,西子洁能,王水福,个人,西子清洁能源装备制造股份有限公司,浙江省杭州市江干区大农港路1216号,浙江省,"17,681,689,116.0000",913300001430417586
603008.SH,喜临门,陈阿裕,个人,喜临门家具股份有限公司,浙江省绍兴市越城区灵芝镇二环北路1号,浙江省,"11,300,976,846.7900",91330000143011639A
600797.SH,浙大网新,,,浙大网新科技股份有限公司,浙江省杭州市西湖区三墩西园一路18号A楼1501室,浙江省,"7,295,442,424.2000",91330000143002679X
601877.SH,正泰电器,南存辉,个人,浙江正泰电器股份有限公司,浙江省乐清市北白象镇正泰工业园区正泰路1号,浙江省,"93,631,348,146.0500",91330000142944445H
600216.SH,浙江医药,李春波,个人,浙江医药股份有限公司,浙江省绍兴市滨海新城致远中大道168号,浙江省,"14,949,832,720.0000",91330000142943469Q
600059.SH,古越龙山,绍兴市人民政府国有资产监督管理委员会,地方国资委,浙江古越龙山绍兴酒股份有限公司,浙江省绍兴市北海桥,浙江省,"9,188,347,523.0400",91330000142943303A
600208.SH,新湖中宝,黄伟,个人,新湖中宝股份有限公司,浙江省嘉兴市中山路禾兴路口,浙江省,"24,164,155,336.1600",91330000142941287T
600796.SH,钱江生化,海宁市人民政府,地方政府,浙江钱江生物化学股份有限公司,浙江省嘉兴市海宁市海洲街道钱江西路178号钱江大厦19-21层,浙江省,"4,930,873,008.5400",913300001429396622
600776.SH,东方通信,中国普天信息产业集团有限公司,中央国有企业,东方通信股份有限公司,浙江省杭州市滨江区东信大道66号,浙江省,"9,292,320,622.0800",9133000014293866XE
603316.SH,诚邦股份,方利强,个人,诚邦生态环境股份有限公司,浙江省杭州市之江路599号,浙江省,"1,863,061,200.0000",91330000142936533N
600120.SH,浙江东方,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江东方金融控股集团股份有限公司,浙江省杭州市西湖大道12号,浙江省,"11,701,145,408.8400",91330000142927960N
603506.SH,南都物业,韩芳,个人,南都物业服务集团股份有限公司,浙江省杭州市西湖区紫荆花路2号联合大厦A幢1单元10楼,浙江省,"2,610,111,128.1000",91330000142924946H
600572.SH,康恩贝,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江康恩贝制药股份有限公司,浙江省金华市兰溪市康恩贝大道1号,浙江省,"11,565,167,935.5000",91330000142924161N
000559.SZ,万向钱潮,鲁伟鼎,个人,万向钱潮股份有限公司,浙江省杭州市萧山区万向路,浙江省,"17,609,207,863.5200",91330000142923441E
002115.SZ,三维通信,李越伦,个人,三维通信股份有限公司,浙江省杭州市滨江火炬大道581号,浙江省,"3,857,897,923.6000",91330000142919290Q
600596.SH,新安股份,徐冠巨,个人,浙江新安化工集团股份有限公司,浙江省杭州市建德市新安江大桥路93号,浙江省,"21,204,494,901.2600",913300001429192743
300746.SZ,汉嘉设计,"岑政平,欧薇舟",境外,汉嘉设计集团股份有限公司,浙江省杭州市湖墅南路501号,浙江省,"3,453,796,418.4000",91330000142917121G
600023.SH,浙能电力,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江浙能电力股份有限公司,浙江省杭州市天目山路152号浙能大楼2楼,浙江省,"47,330,401,158.2400",913300001429120051
603071.SH,物产环能,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江物产环保能源股份有限公司,浙江省杭州市庆春路137号,浙江省,"11,337,634,261.4400",91330000142911467W
600704.SH,物产中大,浙江省人民政府国有资产监督管理委员会,地方国资委,物产中大集团股份有限公司,浙江省杭州市环城西路56号,浙江省,"27,279,168,210.0000",913300001429101221
600633.SH,浙数文化,浙江日报报业集团,地方国有企业,浙报数字文化集团股份有限公司,浙江省杭州市储鑫路17-1号1幢202室,浙江省,"10,632,136,393.2000",91330000132211766N
600763.SH,通策医疗,吕建明,境外,通策医疗股份有限公司,浙江省杭州市平海路57号,浙江省,"43,607,040,000.0000",91330000102930559P
603093.SH,南华期货,东阳市横店社团经济企业联合会,其他,南华期货股份有限公司,"浙江省杭州市上城区横店大厦301室,401室,501室,701室,901室,1001室,1101室,1201室",浙江省,"7,845,447,383.9800",91330000100023242A
600927.SH,永安期货,浙江省财政厅,地方政府,永安期货股份有限公司,"浙江省杭州市新业路200号华峰国际商务大厦10层,1101室,1102室,1104室,16-17层",浙江省,"35,632,000,010.8800",9133000010002099X5
003032.SZ,传智教育,"陈琼,黎活明",个人,江苏传智播客教育科技股份有限公司,江苏省宿迁市沭阳县迎宾大道东首软件产业园A栋大厦803室,江苏省,"5,924,027,200.0000",913213220535045526
301116.SZ,益客食品,田立余,个人,江苏益客食品集团股份有限公司,江苏省宿迁市宿豫区经济开发区太行山路1号,江苏省,"10,631,836,762.2400",91321311678975661T
300160.SZ,秀强股份,珠海市人民政府国有资产监督管理委员会,地方国资委,江苏秀强玻璃工艺股份有限公司,江苏省宿迁市宿豫区江山大道28号,江苏省,"4,432,296,272.9100",91321300732499521G
603155.SH,新亚强,"初琳,初亚军,初亚贤",个人,新亚强硅化学股份有限公司,江苏省宿迁市宿迁生态化工科技产业园经五路3号,江苏省,"7,860,446,800.0000",91321300696772593D
605376.SH,博迁新材,王利平,个人,江苏博迁新材料股份有限公司,江苏省宿迁市高新技术开发区江山大道23号,江苏省,"12,658,824,000.0000",91321300564312317F
300970.SZ,华绿生物,余养朝,个人,江苏华绿生物科技股份有限公司,江苏省宿迁市泗阳县绿都大道88号,江苏省,"2,616,414,000.0000",91321300557081397F
002585.SZ,双星新材,吴培服,个人,江苏双星彩塑新材料股份有限公司,江苏省宿迁市彩塑工业园区井头街1号,江苏省,"22,327,729,821.3500",913213001423289417
688670.SH,金迪克,"余军,张良斌",个人,江苏金迪克生物技术股份有限公司,江苏省泰州市郁金路12号,江苏省,"4,684,240,000.0000",9132129168412218X6
688399.SH,硕世生物,"房永生,梁锡林,王国强",个人,江苏硕世生物科技股份有限公司,"江苏省泰州市开发区寺巷富野村,帅于村A幢(G19)第三层厂房与第三,第四层办研区",江苏省,"8,769,552,000.0000",91321291553790049X
688176.SH,亚虹医药-U,PAN KE,境外,江苏亚虹医药科技股份有限公司,"江苏省泰州市药城大道一号(创业路东侧,园南路北侧)的新药创制基地二期D幢大楼1009房间",江苏省,"8,145,300,000.0000",91321291552450798T
300798.SZ,锦鸡股份,赵卫国,个人,江苏锦鸡实业股份有限公司,江苏省泰州市泰兴市经济开发区新港路10号,江苏省,"3,458,961,264.6000",91321283704004683N
